stockcars chevycamarozl12022 setup,track,LEFT FRONT,Cold pressure,Last hot pressure,Last temps O M I,Tread remaining,LEFT REAR,RIGHT FRONT,Last temps I M O,RIGHT REAR,FRONT,Nose weight,Cross weight,Steering pinion,Steering offset,Front MC,Rear MC,Front brake bias,Corner weight,Ride height,Shock collar offset,Spring rate,LS compression,HS compression,HS comp slope,LS rebound,HS rebound,HS reb slope,Camber,Caster,Toe-in,FRONT ARB,Diameter,ARB arm,ARB preload,Attach,OTHER,Dash display page,REAR,Final drive ratio,Diff preload,Notes,car_name,track_name,driver_name
Richmond\23S3\P2W_23S3_Richmond_RaceV2_4th_Gear-Wshocks,richmond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stockcars chevycamarozl12022,Richmond,
